PerceptionOfWeight,BMIPCT,WeightPerception
3,30.94360622,About the right weight
3,67.3913645,About the right weight
3,59.39842275,About the right weight
4,88.51684125,Slightly overweight
3,57.28372212,About the right weight
3,40.43646118,About the right weight
3,83.65146996,About the right weight
3,97.11968904,About the right weight
3,77.72140545,About the right weight
3,70.49955565,About the right weight
3,25.76611637,About the right weight
3,99.33790694,About the right weight
4,97.62845513,Slightly overweight
5,99.61665207,Very overweight
3,77.04936127,About the right weight
3,59.20569812,About the right weight
3,23.65339914,About the right weight
3,53.14640872,About the right weight
3,46.19583969,About the right weight
3,30.79057223,About the right weight
3,63.43400792,About the right weight
3,51.57061646,About the right weight
3,99.41923944,About the right weight
3,16.01294136,About the right weight
3,99.08135767,About the right weight
3,73.570503,About the right weight
3,51.57061646,About the right weight
3,75.81046973,About the right weight
3,53.6985542,About the right weight
3,98.85481141,About the right weight
3,38.77914215,About the right weight
2,68.81598162,Slightly underweight
4,96.22588975,Slightly overweight
1,86.90786628,Very underweight
3,89.17048644,About the right weight
3,41.5155192,About the right weight
4,94.54624121,Slightly overweight
3,70.55707433,About the right weight
3,79.16293108,About the right weight
3,70.32729671,About the right weight
3,17.05168422,About the right weight
4,96.82238916,Slightly overweight
4,97.24973396,Slightly overweight
3,58.53747904,About the right weight
3,63.97414542,About the right weight
3,88.68714335,About the right weight
3,86.52052376,About the right weight
2,58.2330153,Slightly underweight
3,58.80316684,About the right weight
3,93.36617436,About the right weight
4,99.61618876,Slightly overweight
3,62.88818166,About the right weight
3,93.33892433,About the right weight
1,41.76200357,Very underweight
3,25.54426508,About the right weight
2,20.2152809,Slightly underweight
2,45.71292164,Slightly underweight
3,82.27847811,About the right weight
3,86.66563258,About the right weight
3,37.15454994,About the right weight
4,93.3761698,Slightly overweight
2,22.37765548,Slightly underweight
3,77.80636276,About the right weight
3,84.84665926,About the right weight
3,88.37612136,About the right weight
3,53.218169,About the right weight
4,97.00677653,Slightly overweight
2,86.20109902,Slightly underweight
3,77.86602504,About the right weight
2,31.72624599,Slightly underweight
3,90.88792987,About the right weight
2,87.87850996,Slightly underweight
2,0.013385661,Slightly underweight
4,59.37978028,Slightly overweight
2,20.16159882,Slightly underweight
3,38.20450888,About the right weight
4,88.31205805,Slightly overweight
4,90.63414561,Slightly overweight
3,90.43366411,About the right weight
4,98.03561025,Slightly overweight
3,82.84233361,About the right weight
4,99.6667283,Slightly overweight
3,59.46218097,About the right weight
3,57.45911163,About the right weight
1,47.08338833,Very underweight
3,90.31958595,About the right weight
2,98.95552157,Slightly underweight
3,27.78101262,About the right weight
3,23.88792062,About the right weight
3,96.59366997,About the right weight
4,99.62372721,Slightly overweight
2,95.78741386,Slightly underweight
3,71.4546828,About the right weight
3,85.77765428,About the right weight
3,96.62173339,About the right weight
3,21.9624896,About the right weight
3,92.02129979,About the right weight
4,97.42796906,Slightly overweight
3,45.10466177,About the right weight
4,78.86617896,Slightly overweight
3,58.95859525,About the right weight
2,76.74440845,Slightly underweight
3,95.35936613,About the right weight
3,11.49744499,About the right weight
3,71.56498153,About the right weight
3,92.46380548,About the right weight
3,84.39019777,About the right weight
3,1.257551086,About the right weight
4,94.67397253,Slightly overweight
3,98.73549672,About the right weight
3,98.33822845,About the right weight
3,86.99550206,About the right weight
2,99.35031187,Slightly underweight
4,83.27464083,Slightly overweight
3,70.9230108,About the right weight
3,42.42023048,About the right weight
3,14.02708141,About the right weight
3,65.91917256,About the right weight
3,64.26150224,About the right weight
3,99.73470132,About the right weight
3,8.219477758,About the right weight
3,75.42432038,About the right weight
3,52.22408981,About the right weight
3,87.01278959,About the right weight
3,72.98083347,About the right weight
5,99.47302266,Very overweight
3,47.49270385,About the right weight
2,9.166422739,Slightly underweight
3,94.89706786,About the right weight
4,90.73511821,Slightly overweight
3,92.40844015,About the right weight
3,85.0778139,About the right weight
2,36.41834536,Slightly underweight
3,89.28907984,About the right weight
3,99.10432766,About the right weight
4,98.9510267,Slightly overweight
4,99.20593616,Slightly overweight
3,68.08272065,About the right weight
4,93.82512955,Slightly overweight
3,93.16153694,About the right weight
4,97.35910719,Slightly overweight
3,30.9243125,About the right weight
3,89.0638934,About the right weight
3,80.55410129,About the right weight
3,47.61210954,About the right weight
2,34.21717792,Slightly underweight
3,91.76883047,About the right weight
4,95.64556954,Slightly overweight
3,65.77006316,About the right weight
3,90.26171279,About the right weight
4,97.85767668,Slightly overweight
1,31.72624599,Very underweight
3,98.06460833,About the right weight
3,59.84743653,About the right weight
3,83.35027142,About the right weight
3,39.14343244,About the right weight
3,54.47224317,About the right weight
3,26.33576132,About the right weight
4,98.54103934,Slightly overweight
3,63.63789679,About the right weight
3,42.18686522,About the right weight
3,69.86952348,About the right weight
3,70.34312509,About the right weight
3,42.79220671,About the right weight
3,97.00752281,About the right weight
3,96.85746532,About the right weight
3,57.43872869,About the right weight
3,76.17136869,About the right weight
4,94.56618555,Slightly overweight
5,99.91988027,Very overweight
4,99.49405991,Slightly overweight
3,92.84632248,About the right weight
3,11.97711072,About the right weight
4,89.41561251,Slightly overweight
4,98.33058971,Slightly overweight
3,34.21869952,About the right weight
3,36.46577286,About the right weight
4,92.46401627,Slightly overweight
3,0.628303164,About the right weight
2,0.799484398,Slightly underweight
3,68.08272065,About the right weight
3,42.9484965,About the right weight
3,31.95457566,About the right weight
3,94.73973198,About the right weight
3,45.29045811,About the right weight
3,0.260110445,About the right weight
3,49.74876016,About the right weight
3,94.63635277,About the right weight
3,94.58352645,About the right weight
5,96.96440731,Very overweight
3,27.90530303,About the right weight
4,97.20800873,Slightly overweight
3,61.81583233,About the right weight
3,33.80347656,About the right weight
5,98.79739904,Very overweight
4,89.18013144,Slightly overweight
4,93.38093618,Slightly overweight
3,55.2253558,About the right weight
3,21.9624896,About the right weight
4,92.41928342,Slightly overweight
5,99.65547941,Very overweight
3,65.30327963,About the right weight
4,96.23617059,Slightly overweight
3,84.10727673,About the right weight
3,92.27855416,About the right weight
4,98.98210984,Slightly overweight
3,78.44672535,About the right weight
4,98.01475489,Slightly overweight
3,87.39539654,About the right weight
4,56.25019224,Slightly overweight
4,99.06000925,Slightly overweight
2,14.4149222,Slightly underweight
3,38.13969216,About the right weight
4,88.12171373,Slightly overweight
3,97.25191593,About the right weight
4,99.13254977,Slightly overweight
4,99.33105185,Slightly overweight
3,58.54997123,About the right weight
3,90.71004354,About the right weight
3,49.83256354,About the right weight
4,98.84474576,Slightly overweight
1,47.1601248,Very underweight
3,27.95943151,About the right weight
3,38.77914215,About the right weight
3,49.07165942,About the right weight
4,69.91124718,Slightly overweight
5,99.59063938,Very overweight
3,97.97137049,About the right weight
4,99.63902042,Slightly overweight
3,53.94181341,About the right weight
3,41.98150796,About the right weight
3,68.38112974,About the right weight
3,53.24794021,About the right weight
3,88.08579404,About the right weight
4,99.6063196,Slightly overweight
3,81.83304224,About the right weight
3,87.89933447,About the right weight
3,58.167767,About the right weight
5,99.82303067,Very overweight
5,99.33064261,Very overweight
4,87.19251087,Slightly overweight
3,60.68536372,About the right weight
3,69.83564514,About the right weight
5,99.43031637,Very overweight
3,81.57298816,About the right weight
4,66.2563695,Slightly overweight
3,66.72581086,About the right weight
4,96.24926485,Slightly overweight
3,81.37544358,About the right weight
3,62.34594798,About the right weight
3,56.79061795,About the right weight
4,94.86641154,Slightly overweight
3,94.63280144,About the right weight
3,62.18674919,About the right weight
3,99.029963,About the right weight
3,94.82910931,About the right weight
3,45.1520129,About the right weight
4,98.00079597,Slightly overweight
3,45.71374899,About the right weight
3,93.56042966,About the right weight
3,72.13833601,About the right weight
2,96.73596955,Slightly underweight
3,98.18278369,About the right weight
4,99.70193491,Slightly overweight
3,3.163642944,About the right weight
5,98.50377245,Very overweight
4,96.75003092,Slightly overweight
4,94.0529025,Slightly overweight
3,5.451864664,About the right weight
3,42.92399714,About the right weight
4,87.19251087,Slightly overweight
1,10.51649662,Very underweight
5,85.0778139,Very overweight
3,3.662930843,About the right weight
3,30.70445124,About the right weight
4,97.36937997,Slightly overweight
3,55.79291405,About the right weight
4,99.18517569,Slightly overweight
2,12.85383669,Slightly underweight
4,99.71425149,Slightly overweight
5,97.43758591,Very overweight
3,44.87060316,About the right weight
3,8.365350142,About the right weight
3,87.52975421,About the right weight
3,50.73854356,About the right weight
3,93.42294073,About the right weight
1,63.52384541,Very underweight
1,96.34581803,Very underweight
3,70.31917473,About the right weight
3,54.73177724,About the right weight
3,26.58404874,About the right weight
1,63.79127104,Very underweight
3,72.79561651,About the right weight
3,85.86746891,About the right weight
3,80.2165365,About the right weight
3,89.11420121,About the right weight
3,94.58699394,About the right weight
4,99.70557144,Slightly overweight
5,43.08896674,Very overweight
3,74.34578782,About the right weight
3,76.56851833,About the right weight
4,80.25071672,Slightly overweight
4,95.78822484,Slightly overweight
3,81.02041569,About the right weight
4,75.61053574,Slightly overweight
3,23.42262241,About the right weight
4,87.74086173,Slightly overweight
4,94.29536872,Slightly overweight
4,91.43711707,Slightly overweight
4,71.3714958,Slightly overweight
3,57.95910476,About the right weight
4,89.23253452,Slightly overweight
4,57.23154694,Slightly overweight
3,8.447500337,About the right weight
3,55.7534678,About the right weight
3,66.62027906,About the right weight
3,55.88270128,About the right weight
4,99.11119377,Slightly overweight
4,70.53703586,Slightly overweight
4,83.57367457,Slightly overweight
3,77.20364961,About the right weight
3,73.28011132,About the right weight
3,68.61475199,About the right weight
3,19.19356657,About the right weight
4,95.96968872,Slightly overweight
3,22.58222028,About the right weight
4,72.36921722,Slightly overweight
3,88.07370655,About the right weight
4,98.08572513,Slightly overweight
3,29.30611454,About the right weight
3,40.05564445,About the right weight
2,50.50283383,Slightly underweight
4,95.35210358,Slightly overweight
2,49.99484438,Slightly underweight
4,98.91559123,Slightly overweight
3,69.7034191,About the right weight
4,86.31896631,Slightly overweight
3,41.48406277,About the right weight
2,2.50414683,Slightly underweight
5,98.33334624,Very overweight
3,12.02023078,About the right weight
2,5.925424048,Slightly underweight
4,81.07986622,Slightly overweight
2,43.53539984,Slightly underweight
3,28.28403955,About the right weight
3,2.376856943,About the right weight
3,62.34594798,About the right weight
3,58.2330153,About the right weight
4,98.00807952,Slightly overweight
3,87.4463047,About the right weight
4,95.19034603,Slightly overweight
5,98.28941691,Very overweight
3,74.10960037,About the right weight
3,79.37279924,About the right weight
3,94.18563779,About the right weight
3,44.08210307,About the right weight
1,6.549892023,Very underweight
2,26.68936925,Slightly underweight
3,87.16521278,About the right weight
3,91.06640478,About the right weight
4,96.53523261,Slightly overweight
2,48.32468565,Slightly underweight
3,76.53240342,About the right weight
4,93.60779165,Slightly overweight
3,5.692348991,About the right weight
4,85.25076927,Slightly overweight
4,90.07760085,Slightly overweight
3,49.0050896,About the right weight
3,44.48848749,About the right weight
3,58.167767,About the right weight
2,68.33176627,Slightly underweight
3,53.56656078,About the right weight
3,35.20622619,About the right weight
3,10.130113,About the right weight
2,73.89402899,Slightly underweight
4,87.3464244,Slightly overweight
3,43.7908813,About the right weight
4,98.95719794,Slightly overweight
2,50.41309274,Slightly underweight
4,96.13778319,Slightly overweight
3,46.91602522,About the right weight
4,96.31334391,Slightly overweight
4,51.97419472,Slightly overweight
3,56.52032716,About the right weight
3,41.98150796,About the right weight
4,96.073651,Slightly overweight
3,20.78050138,About the right weight
4,80.08049978,Slightly overweight
5,97.37670064,Very overweight
4,92.37266985,Slightly overweight
3,51.62074,About the right weight
3,77.86602504,About the right weight
2,8.398714422,Slightly underweight
3,75.59564792,About the right weight
3,76.1728684,About the right weight
3,53.72464598,About the right weight
3,10.30443836,About the right weight
4,78.57310447,Slightly overweight
3,25.70763057,About the right weight
3,56.73203128,About the right weight
3,46.53516307,About the right weight
4,84.03195797,Slightly overweight
3,82.22768082,About the right weight
3,76.82307269,About the right weight
2,6.655533385,Slightly underweight
4,78.75181773,Slightly overweight
2,7.324632827,Slightly underweight
4,41.76200357,Slightly overweight
4,87.36289335,Slightly overweight
2,29.36620695,Slightly underweight
2,86.27089853,Slightly underweight
3,15.02405323,About the right weight
3,59.36187206,About the right weight
3,67.33594521,About the right weight
3,30.67625774,About the right weight
3,38.18531901,About the right weight
3,72.47803563,About the right weight
3,92.38289452,About the right weight
4,98.50299614,Slightly overweight
3,67.67090926,About the right weight
3,34.59472541,About the right weight
4,98.04338304,Slightly overweight
5,99.84953978,Very overweight
3,53.41072871,About the right weight
4,78.86617896,Slightly overweight
2,54.04791735,Slightly underweight
3,75.92774157,About the right weight
3,90.06979532,About the right weight
4,95.88643657,Slightly overweight
3,35.43738756,About the right weight
2,67.85584641,Slightly underweight
4,48.21839695,Slightly overweight
3,63.79127104,About the right weight
3,35.49137813,About the right weight
3,24.20501231,About the right weight
3,57.42808938,About the right weight
3,30.29781056,About the right weight
4,78.01416162,Slightly overweight
3,51.94253967,About the right weight
3,54.93952038,About the right weight
3,86.15842733,About the right weight
4,78.58439332,Slightly overweight
3,79.81648603,About the right weight
2,33.0342922,Slightly underweight
3,62.47075585,About the right weight
4,96.15506264,Slightly overweight
3,19.66638439,About the right weight
3,8.680875488,About the right weight
4,77.19065117,Slightly overweight
4,88.18931981,Slightly overweight
4,88.60699523,Slightly overweight
3,61.77258749,About the right weight
4,84.50209709,Slightly overweight
4,90.63878637,Slightly overweight
4,86.77254657,Slightly overweight
4,99.41923944,Slightly overweight
2,25.61355879,Slightly underweight
4,95.53785308,Slightly overweight
3,84.51397897,About the right weight
5,99.029963,Very overweight
4,53.20245682,Slightly overweight
3,67.16680562,About the right weight
4,82.26307439,Slightly overweight
3,83.63868449,About the right weight
3,36.0477335,About the right weight
2,43.92795187,Slightly underweight
3,9.269721952,About the right weight
5,98.83957095,Very overweight
2,3.864754635,Slightly underweight
2,10.130113,Slightly underweight
4,96.54854112,Slightly overweight
3,44.91365764,About the right weight
2,28.81386159,Slightly underweight
2,48.32468565,Slightly underweight
4,89.05760213,Slightly overweight
3,64.30723303,About the right weight
3,89.17552609,About the right weight
3,40.55138048,About the right weight
3,82.76557777,About the right weight
4,98.00783883,Slightly overweight
1,33.66779009,Very underweight
3,76.16361312,About the right weight
2,63.82818629,Slightly underweight
3,86.06465377,About the right weight
3,81.57660666,About the right weight
4,84.19463662,Slightly overweight
2,31.67843907,Slightly underweight
3,57.42808938,About the right weight
4,98.42764226,Slightly overweight
3,43.5483394,About the right weight
3,33.66779009,About the right weight
3,54.04141112,About the right weight
3,71.52922262,About the right weight
4,72.0180018,Slightly overweight
2,41.69642287,Slightly underweight
3,13.38961565,About the right weight
4,70.79270495,Slightly overweight
3,59.25717958,About the right weight
3,67.52847944,About the right weight
3,50.95276905,About the right weight
3,94.43288682,About the right weight
5,95.68925253,Very overweight
3,80.1306852,About the right weight
4,60.59393258,Slightly overweight
3,24.7571985,About the right weight
3,79.52427005,About the right weight
4,97.21723796,Slightly overweight
3,80.05711002,About the right weight
3,31.95457566,About the right weight
4,99.45075432,Slightly overweight
3,44.48259954,About the right weight
2,77.81153178,Slightly underweight
3,83.86652792,About the right weight
3,18.31768251,About the right weight
2,89.36336731,Slightly underweight
3,59.97282837,About the right weight
3,84.62919716,About the right weight
3,87.65979453,About the right weight
4,48.32468565,Slightly overweight
3,41.49272193,About the right weight
3,23.48138173,About the right weight
3,50.6520541,About the right weight
3,12.85383669,About the right weight
3,55.18146429,About the right weight
3,64.22682777,About the right weight
2,65.2420533,Slightly underweight
2,47.9840088,Slightly underweight
2,4.013791725,Slightly underweight
2,11.91054027,Slightly underweight
3,63.00335407,About the right weight
3,84.84665926,About the right weight
3,19.83792515,About the right weight
2,22.00897479,Slightly underweight
4,66.72581086,Slightly overweight
3,20.16159882,About the right weight
3,24.92124987,About the right weight
3,25.01115187,About the right weight
3,62.18674919,About the right weight
3,48.18499756,About the right weight
2,38.13156894,Slightly underweight
3,17.33603611,About the right weight
3,79.81648603,About the right weight
2,23.52098729,Slightly underweight
4,47.57670396,Slightly overweight
4,61.78523973,Slightly overweight
3,66.08825915,About the right weight
3,83.06926617,About the right weight
3,88.95240548,About the right weight
4,94.22723364,Slightly overweight
4,77.04936127,Slightly overweight
3,28.59746673,About the right weight
3,29.7578994,About the right weight
4,90.83906742,Slightly overweight
2,38.60495566,Slightly underweight
3,67.02228158,About the right weight
4,93.68005657,Slightly overweight
3,62.34594798,About the right weight
4,41.98150796,Slightly overweight
3,43.00453896,About the right weight
3,47.57670396,About the right weight
3,69.91124718,About the right weight
3,0.260110445,About the right weight
3,58.89885354,About the right weight
2,21.89069518,Slightly underweight
3,50.9578953,About the right weight
4,56.4762692,Slightly overweight
3,25.04857867,About the right weight
3,51.77995186,About the right weight
3,11.91054027,About the right weight
2,31.37615111,Slightly underweight
3,62.64948057,About the right weight
3,8.92763896,About the right weight
3,53.56656078,About the right weight
2,25.61355879,Slightly underweight
2,1.112300577,Slightly underweight
4,96.30035002,Slightly overweight
4,56.7549496,Slightly overweight
3,21.08701585,About the right weight
3,41.86935632,About the right weight
3,14.81753874,About the right weight
4,95.67025067,Slightly overweight
4,97.82278208,Slightly overweight
3,60.52327398,About the right weight
4,97.96042161,Slightly overweight
3,57.0210877,About the right weight
3,41.86935632,About the right weight
4,68.8956969,Slightly overweight
1,13.02100074,Very underweight
3,62.64948057,About the right weight
3,60.76861032,About the right weight
3,84.20292204,About the right weight
4,90.96864251,Slightly overweight
4,97.13310525,Slightly overweight
3,66.5318241,About the right weight
2,38.13469566,Slightly underweight
3,20.15081078,About the right weight
3,23.56629787,About the right weight
3,44.74611168,About the right weight
3,63.80712395,About the right weight
4,56.70374023,Slightly overweight
3,17.80721947,About the right weight
3,37.57997923,About the right weight
3,48.21839695,About the right weight
4,89.78692125,Slightly overweight
3,65.31513573,About the right weight
3,61.87699019,About the right weight
3,30.29781056,About the right weight
3,37.69752711,About the right weight
2,30.2601081,Slightly underweight
4,70.07852644,Slightly overweight
3,50.11612649,About the right weight
3,50.87045271,About the right weight
3,41.16151426,About the right weight
4,51.94450967,Slightly overweight
2,83.03210906,Slightly underweight
3,92.38289452,About the right weight
3,82.18267485,About the right weight
2,25.56692339,Slightly underweight
2,15.52368583,Slightly underweight
3,67.73802914,About the right weight
3,64.62836913,About the right weight
3,91.47557042,About the right weight
2,19.43625279,Slightly underweight
4,98.70062105,Slightly overweight
3,75.69056427,About the right weight
1,74.41879277,Very underweight
3,27.78101262,About the right weight
3,63.18671378,About the right weight
4,98.47587679,Slightly overweight
5,99.28265952,Very overweight
4,98.25781037,Slightly overweight
5,98.93438618,Very overweight
3,39.50160004,About the right weight
3,89.97192065,About the right weight
3,87.68662103,About the right weight
3,51.7091278,About the right weight
3,35.74194696,About the right weight
3,68.85523045,About the right weight
4,94.79049664,Slightly overweight
3,23.68951218,About the right weight
3,92.67158438,About the right weight
5,84.16819767,Very overweight
3,58.87622836,About the right weight
3,90.5075659,About the right weight
4,94.81219197,Slightly overweight
3,70.69692891,About the right weight
3,63.94021415,About the right weight
5,99.44346597,Very overweight
5,14.23720715,Very overweight
3,7.43365761,About the right weight
3,56.78007284,About the right weight
2,54.40819125,Slightly underweight
4,93.71983177,Slightly overweight
4,96.23617059,Slightly overweight
3,8.572778087,About the right weight
3,67.38519263,About the right weight
3,69.86952348,About the right weight
3,62.8727162,About the right weight
4,80.25071672,Slightly overweight
5,98.93345772,Very overweight
4,81.02041569,Slightly overweight
3,47.49270385,About the right weight
3,74.58652474,About the right weight
3,68.84401729,About the right weight
3,26.20002495,About the right weight
3,73.74393215,About the right weight
3,39.55289509,About the right weight
4,98.87584112,Slightly overweight
3,67.33594521,About the right weight
3,55.79291405,About the right weight
3,27.90530303,About the right weight
3,20.56260973,About the right weight
4,97.11756956,Slightly overweight
1,40.07525181,Very underweight
4,98.08829007,Slightly overweight
3,7.200885993,About the right weight
2,42.12549278,Slightly underweight
2,31.69146229,Slightly underweight
3,50.14851643,About the right weight
3,71.17867121,About the right weight
3,80.36346566,About the right weight
4,92.41723414,Slightly overweight
3,77.99562031,About the right weight
4,84.16819767,Slightly overweight
2,28.80115886,Slightly underweight
3,75.01704032,About the right weight
3,53.65661966,About the right weight
3,28.59690405,About the right weight
3,33.68104796,About the right weight
3,28.36149003,About the right weight
3,55.25522575,About the right weight
3,45.31791625,About the right weight
4,65.88575167,Slightly overweight
3,56.52032716,About the right weight
4,70.79270495,Slightly overweight
4,78.57310447,Slightly overweight
3,37.95309013,About the right weight
3,66.95017509,About the right weight
2,37.55228267,Slightly underweight
3,73.74393215,About the right weight
3,72.60095123,About the right weight
2,31.78001777,Slightly underweight
3,75.33868991,About the right weight
3,68.25363425,About the right weight
3,47.58022949,About the right weight
3,84.98193234,About the right weight
3,72.36104809,About the right weight
3,54.63077194,About the right weight
3,85.93465272,About the right weight
3,25.76611637,About the right weight
4,98.3543785,Slightly overweight
3,64.26150224,About the right weight
3,87.50167897,About the right weight
3,51.81620854,About the right weight
1,15.11514409,Very underweight
4,97.68917858,Slightly overweight
2,47.34504266,Slightly underweight
4,94.70532232,Slightly overweight
4,95.11017665,Slightly overweight
3,95.26277833,About the right weight
3,88.19401121,About the right weight
3,2.73495916,About the right weight
3,71.29500733,About the right weight
4,94.18182268,Slightly overweight
4,93.8867959,Slightly overweight
3,77.58573154,About the right weight
3,32.65896145,About the right weight
3,44.29519256,About the right weight
3,91.62750524,About the right weight
3,74.57239196,About the right weight
3,89.73469411,About the right weight
4,79.23676026,Slightly overweight
4,75.31505964,Slightly overweight
3,77.3798864,About the right weight
3,80.50659742,About the right weight
4,93.13918876,Slightly overweight
3,86.77254657,About the right weight
3,47.49270385,About the right weight
2,36.04892235,Slightly underweight
3,88.3645649,About the right weight
3,60.08886446,About the right weight
4,97.76047563,Slightly overweight
3,64.73433168,About the right weight
3,96.86355017,About the right weight
4,69.49743828,Slightly overweight
2,35.66865835,Slightly underweight
3,96.02667209,About the right weight
3,6.480710021,About the right weight
3,76.24332933,About the right weight
3,82.06106873,About the right weight
2,95.58029366,Slightly underweight
3,48.05850021,About the right weight
4,84.79922772,Slightly overweight
4,88.77423104,Slightly overweight
4,94.14135345,Slightly overweight
3,94.01746926,About the right weight
3,93.28665536,About the right weight
1,67.56003719,Very underweight
4,98.7537901,Slightly overweight
3,78.52962614,About the right weight
3,19.95310743,About the right weight
3,95.58149175,About the right weight
4,95.17442469,Slightly overweight
4,92.7189044,Slightly overweight
4,92.55508897,Slightly overweight
3,68.33176627,About the right weight
3,2.116976511,About the right weight
3,79.92192149,About the right weight
3,89.53941152,About the right weight
5,91.84759495,Very overweight
4,97.4820481,Slightly overweight
4,95.64615527,Slightly overweight
3,82.389679,About the right weight
3,80.39488486,About the right weight
3,74.26220694,About the right weight
5,97.88467832,Very overweight
3,54.29146197,About the right weight
2,0.613231824,Slightly underweight
3,15.11514409,About the right weight
4,93.79838032,Slightly overweight
3,53.24794021,About the right weight
3,17.21244391,About the right weight
2,3.04531941,Slightly underweight
3,68.73980755,About the right weight
3,54.76825471,About the right weight
3,32.35454194,About the right weight
3,92.1853654,About the right weight
3,43.19281437,About the right weight
3,26.6755441,About the right weight
3,71.86076545,About the right weight
1,77.33506155,Very underweight
3,74.42424318,About the right weight
3,19.38451665,About the right weight
4,96.57697985,Slightly overweight
4,62.8727162,Slightly overweight
4,77.20364961,Slightly overweight
2,13.53750567,Slightly underweight
3,2.965664302,About the right weight
4,99.15906287,Slightly overweight
3,33.65433226,About the right weight
3,15.83870002,About the right weight
3,61.32168999,About the right weight
2,12.35928755,Slightly underweight
3,88.20397841,About the right weight
3,49.0050896,About the right weight
3,31.69146229,About the right weight
2,3.548745995,Slightly underweight
4,96.13778319,Slightly overweight
3,57.7634963,About the right weight
3,81.34442212,About the right weight
3,53.35115646,About the right weight
3,63.38440415,About the right weight
3,60.44858317,About the right weight
4,76.17136869,Slightly overweight
4,95.54007992,Slightly overweight
4,86.05632028,Slightly overweight
2,32.74319281,Slightly underweight
3,86.68831688,About the right weight
2,47.08035521,Slightly underweight
3,83.64620288,About the right weight
4,85.9657027,Slightly overweight
3,81.80727095,About the right weight
3,61.5676942,About the right weight
3,80.45814115,About the right weight
4,96.23453019,Slightly overweight
3,51.94450967,About the right weight
5,71.97054099,Very overweight
3,83.30894196,About the right weight
3,1.16653268,About the right weight
4,93.85646466,Slightly overweight
3,37.00688122,About the right weight
3,28.98177412,About the right weight
3,40.43646118,About the right weight
3,55.25522575,About the right weight
2,16.01481832,Slightly underweight
5,99.25075881,Very overweight
3,60.9709885,About the right weight
3,90.56837039,About the right weight
4,63.65662642,Slightly overweight
3,83.81890611,About the right weight
4,70.11803045,Slightly overweight
2,21.67031209,Slightly underweight
5,98.27574094,Very overweight
3,79.92192149,About the right weight
2,19.66638439,Slightly underweight
3,32.93493989,About the right weight
3,77.04936127,About the right weight
3,67.00407505,About the right weight
3,93.5776631,About the right weight
4,82.7114493,Slightly overweight
4,94.32496776,Slightly overweight
3,4.324742377,About the right weight
4,92.85720138,Slightly overweight
2,35.32804427,Slightly underweight
3,97.64503004,About the right weight
4,69.9574235,Slightly overweight
3,41.22700408,About the right weight
3,60.05460846,About the right weight
4,36.68936176,Slightly overweight
2,31.25098585,Slightly underweight
3,57.31734359,About the right weight
3,57.31734359,About the right weight
4,69.87171391,Slightly overweight
3,49.88343043,About the right weight
3,47.57670396,About the right weight
4,95.26019624,Slightly overweight
4,72.61830133,Slightly overweight
3,25.09923397,About the right weight
3,77.00916842,About the right weight
3,69.43321006,About the right weight
3,66.95017509,About the right weight
2,17.14466167,Slightly underweight
3,95.52931923,About the right weight
5,75.73428595,Very overweight
3,85.28284082,About the right weight
3,66.66766598,About the right weight
3,77.00916842,About the right weight
2,24.7571985,Slightly underweight
3,42.59466921,About the right weight
2,25.61355879,Slightly underweight
3,62.19393818,About the right weight
3,74.16259684,About the right weight
4,79.71974875,Slightly overweight
2,36.79918713,Slightly underweight
3,33.59354167,About the right weight
2,71.94732334,Slightly underweight
3,54.63077194,About the right weight
3,66.74525704,About the right weight
3,78.40282552,About the right weight
2,68.08274542,Slightly underweight
3,79.93333423,About the right weight
4,87.16521278,Slightly overweight
3,92.73650355,About the right weight
3,75.05201211,About the right weight
4,90.8391336,Slightly overweight
4,47.52350758,Slightly overweight
3,70.27382654,About the right weight
3,20.41671842,About the right weight
4,83.19147902,Slightly overweight
3,35.48942561,About the right weight
4,44.931268,Slightly overweight
3,59.68728382,About the right weight
3,49.54884889,About the right weight
3,61.98778257,About the right weight
3,27.78101262,About the right weight
4,87.52960981,Slightly overweight
3,32.65896145,About the right weight
2,30.29781056,Slightly underweight
2,35.19576612,Slightly underweight
2,13.56097159,Slightly underweight
3,81.28606112,About the right weight
2,23.72484314,Slightly underweight
3,23.32766848,About the right weight
3,44.3547711,About the right weight
3,57.60270767,About the right weight
3,97.76047563,About the right weight
3,55.25522575,About the right weight
3,33.90171182,About the right weight
3,75.77020513,About the right weight
4,77.20364961,Slightly overweight
3,56.7549496,About the right weight
3,14.85540624,About the right weight
3,29.97173088,About the right weight
2,13.53750567,Slightly underweight
2,8.398714422,Slightly underweight
3,84.25460359,About the right weight
3,38.53470375,About the right weight
3,87.51636498,About the right weight
3,90.17712208,About the right weight
4,55.79291405,Slightly overweight
3,91.51384436,About the right weight
3,73.30661232,About the right weight
2,14.65283658,Slightly underweight
3,35.70830555,About the right weight
5,98.17645843,Very overweight
3,51.7428672,About the right weight
3,60.67838341,About the right weight
3,31.95457566,About the right weight
2,23.56629787,Slightly underweight
3,87.12890032,About the right weight
2,90.37184496,Slightly underweight
2,45.71374899,Slightly underweight
3,87.76360369,About the right weight
3,41.48406277,About the right weight
3,10.66955428,About the right weight
2,41.63382054,Slightly underweight
2,6.87714581,Slightly underweight
4,68.60567501,Slightly overweight
2,6.932518579,Slightly underweight
3,41.37528523,About the right weight
3,35.74194696,About the right weight
3,88.13215349,About the right weight
